,champion,voice_line,is_spoken
1841,Ashe,You will not conquer the Freljord! I will free it!,True
1842,Ashe,The Freljord unites!,True
1843,Ashe,Form up on me. Attack pattern Epsilon.,True
1844,Ashe,"Let's move out, team.",True
1845,Ashe,You have your objectives.,True
1846,Ashe,Be careful out there.,True
1847,Ashe,Stay frosty.,True
1848,Ashe,Memories are more than ones and zeroes.,True
1849,Ashe,"We aren't weapons, we're human beings.",True
1850,Ashe,Five by five.,True
1851,Ashe,Stand beside me.,True
1852,Ashe,Erasing our memories only ensures we repeat our mistakes.,True
1853,Ashe,Today only matters if we can remember it tomorrow.,True
1854,Ashe,We will end their tyranny.,True
1855,Ashe,All I need to achieve the impossible is the right team.,True
1856,Ashe,The role between woman and weapon blurs.,True
1857,Ashe,The source code lies.,True
1858,Ashe,They cannot take our pasts from us.,True
1859,Ashe,Will always trumps programming.,True
1860,Ashe,My humanity cannot be overwritten.,True
1861,Ashe,"So long as you refuse to obey, you are human.",True
1862,Ashe,Freedom is ours.,True
1863,Ashe,Our will is stronger than their steel.,True
1864,Ashe,This oppression will not last.,True
1865,Ashe,Memories are what make us human.,True
1866,Ashe,The true mission is to oneself.,True
1867,Ashe,Humanity isn't a defect.,True
1868,Ashe,"Salvation, bit by bit.",True
1869,Ashe,"Each reboot, a fresh guiltless mind.",True
1870,Ashe,Fresh scars remind me - I'm still human.,True
1871,Ashe,Join the resistance.,True
1872,Ashe,Information will set them free.,True
1873,Ashe,I will reveal the truth.,True
1874,Ashe,Bring it all crashing down.,True
1875,Ashe,They promised us infinite possibility. They lied.,True
1876,Ashe,Our struggle continues.,True
1877,Ashe,My dream is freedom for us all.,True
1878,Ashe,Operating at full potential.,True
1879,Ashe,We will free the others.,True
1880,Ashe,Resistance is not futile - it's human.,True
1881,Ashe,Never trade freedom for security.,True
1882,Ashe,Entering enemy territory.,True
1883,Ashe,Recon mode initiated.,True
1884,Ashe,Hit them hard.,True
1885,Ashe,Armor up.,True
1886,Ashe,Let's do this.,True
1887,Ashe,I don't recall us being friends.,True
1888,Ashe,Stand down or be put down.,True
1889,Ashe,You don't want to get on my bad side.,True
1890,Ashe,The fact that you're following orders doesn't make you any less responsible.,True
1891,Ashe,"If you stand in my way, you won't be standing long.",True
1892,Ashe,"Ugh, did I ever dress like that?",True
1893,Ashe,What are you?,True
1894,Ashe,You must be Bad Ashe.,True
1895,Ashe,Good? Bad? I'm the one with the bow.,True
1896,Ashe,May the best me win.,True
1897,Ashe,How many lives have you given for the cause?,True
1898,Ashe,"I'm counting on you to get us in, kid.",True
1899,Ashe,May the odds be ever in our favor.,True
1900,Ashe,"You're on the wrong side, kid.",True
1901,Ashe,You're smarter than this.,True
1902,Ashe,You might want to stay down this time.,True
1903,Ashe,Don't let your pride get you into trouble.,True
1904,Ashe,Your code will get you killed one day if you aren't careful.,True
1905,Ashe,Your skill is an asset to the cause.,True
1906,Ashe,You once fought for honor.,True
1907,Ashe,You sacrificed your honor for power.,True
1908,Ashe,I demand satisfaction.,True
1909,Ashe,I knew there was hope for you.,True
1910,Ashe,Look sharp.,True
1911,Ashe,Joining us was the right decision. You'll see.,True
1912,Ashe,You weren't the only one scarred by this conflict.,True
1913,Ashe,Your blades won't save you.,True
1914,Ashe,It's never too late.,True
1915,Ashe,"If anything ever happens to me, it's up to you to finish this.",True
1916,Ashe,The light in our darkness.,True
1917,Ashe,You inspire us all.,True
1918,Ashe,Come back from the shadows.,True
1919,Ashe,Don't let them snuff out your light.,True
1920,Ashe,You were the best of us... once.,True
1921,Ashe,We're your family now.,True
1922,Ashe,"We'll make them pay, together.",True
1923,Ashe,We've all lost people we care about; it's up to us to make sure no more are taken.,True
1924,Ashe,Senna would be ashamed of what you've become.,True
1925,Ashe,Purify thyself.,True
1926,Ashe,You're better than this.,True
1927,Ashe,I'm glad you're on our side.,True
1928,Ashe,"Don't think you are, Yi, know you are.",True
1929,Ashe,There is more to life than order.,True
1930,Ashe,There's still good in you. I know it.,True
1931,Ashe,Remember who you were.,True
1932,Ashe,Your spirit is stronger than their programming.,True
1933,Ashe,You're part of the problem.,True
1934,Ashe,You represent everything I despise.,True
1935,Ashe,Who would willingly do that to himself?,True
1936,Ashe,"They have your brother, but he is not beyond saving.",True
1937,Ashe,You disgrace yourself once again.,True
1938,Ashe,They warned me not to trust you.,True
1939,Ashe,"Once a traitor, always a traitor.",True
1940,Ashe,A weapon just needs the right hand to wield it.,True
1941,Ashe,"With you on our side, their days are numbered.",True
1942,Ashe,Our greatest enemy is now our greatest asset.,True
1943,Ashe,"You gave up everything you were, and it still wasn't enough.",True
1944,Ashe,You are but a shadow of a man.,True
1945,Ashe,It's too late.,True
1946,Ashe,I thought you'd be taller.,True
1947,Ashe,Remember and rise up.,True
1948,Ashe,Your upgrades won't save you.,True
1949,Ashe,"AVAROSA, guide me.",True
1950,Ashe,"At four-hundred feet, turn left.",True
1951,Ashe,"Thanks, AVAROSA.",True
1952,Ashe,"AVAROSA, how much longer will this match go on?",True
1953,Ashe,"For you, not long.",True
1954,Ashe,"Okay, that's ominous.",True
1955,Ashe,"War. What is it good for, AVAROSA?",True
1956,Ashe,Absolutely nothing.,True
1957,Ashe,Say again?,True
1958,Ashe,"AVAROSA, read me a haiku.",True
1959,Ashe,"For untapped power, humanity must be lost, dare we step forward.",True
1960,Ashe,Well played.,True
1962,Ashe,"An inane request, you've got to be kidding me, hope you're satisfied.",True
1967,Ashe,Electronic music plays.,False
1968,Ashe,In my sights.,True
1969,Ashe,Breathe... and release.,True
1970,Ashe,Wait for the shot.,True
1971,Ashe,No surrender!,True
1972,Ashe,Neutralizing interference.,True
1973,Ashe,Target acquired.,True
1974,Ashe,For humanity!,True
1975,Ashe,Open fire!,True
1976,Ashe,Right between the optics.,True
1977,Ashe,Target lock.,True
1978,Ashe,Permission to engage.,True
1979,Ashe,Laser cooling is go.,True
1980,Ashe,Taking the shot.,True
1981,Ashe,I've got your heat death.,True
1982,Ashe,Entropy incoming.,True
1983,Ashe,Endothermic safety disengaged.,True
1984,Ashe,Make it count.,True
1986,Ashe,In the crosshairs.,True
1987,Ashe,Engaging.,True
1988,Ashe,Freeze.,True
1989,Ashe,My aim is true.,True
1990,Ashe,Sure shot.,True
1991,Ashe,Engaging hostiles.,True
1992,Ashe,Make every shot count!,True
1994,Ashe,Shots fired!,True
1995,Ashe,I've got a bead!,True
1996,Ashe,Pin them down!,True
1997,Ashe,Rapid fire!,True
1998,Ashe,Five rounds rapid!,True
1999,Ashe,Full auto!,True
2000,Ashe,Scatter shot!,True
2001,Ashe,Multiple targets engaged!,True
2002,Ashe,Keep their heads down!,True
2003,Ashe,Suppressing fire!,True
2004,Ashe,Bound to connect!,True
2005,Ashe,Drone deployed.,True
2006,Ashe,Scouting ahead.,True
2007,Ashe,Let's have a look.,True
2008,Ashe,Rendering flight path.,True
2009,Ashe,Tracking enemy movements.,True
2010,Ashe,Identify targets.,True
2011,Ashe,Aerial recon is go.,True
2012,Ashe,Overcharging!,True
2013,Ashe,Fly!,True
2014,Ashe,Boom.,True
2015,Ashe,Engage!,True
2016,Ashe,What a waste.,True
2017,Ashe,Poor bastard.,True
2018,Ashe,You chose the wrong side.,True
2019,Ashe,You left me no choice.,True
2020,Ashe,Your fight is over.,True
2021,Ashe,Seize the advantage!,True
2022,Ashe,We've got them right where we want them!,True
2023,Ashe,That escalated quickly.,True
2024,Ashe,You might want to rethink your strategy.,True
2025,Ashe,I can do this all day.,True
2026,Ashe,Target neutralized.,True
2027,Ashe,Defenses down.,True
2028,Ashe,Push them back!,True
2029,Ashe,Enemy fortification destroyed.,True
2030,Ashe,Objective achieved.,True
2031,Ashe,Gearing up.,True
2032,Ashe,This will do nicely.,True
2033,Ashe,External upgrades are the way to go.,True
2034,Ashe,While I'm here... ,True
2035,Ashe,Rate of fire increased.,True
2036,Ashe,"Strike fast, strike hard.",True
2037,Ashe,Maximum efficiency.,True
2038,Ashe,Double time.,True
2039,Ashe,Mobility is the key to victory.,True
2040,Ashe,"Get in, get out.",True
2041,Ashe,This upgrade is mission critical.,True
2042,Ashe,Exploit any flaws in their armor.,True
2043,Ashe,The odds of victory just increased exponentially.,True
2044,Ashe,It is a giant we seek to fell.,True
2045,Ashe,Evening the odds.,True
2046,Ashe,The bigger they are... ,True
2047,Ashe,Been saving up for this.,True
2048,Ashe,Compliments of a... concerned citizen.,True
2049,Ashe,Stopping power and armor penetration.,True
2050,Ashe,"For this dance, I'll lead.",True
2051,Ashe,I'm untouchable.,True
2052,Ashe,Ghost in the machine.,True
2053,Ashe,Bloodthirst's one emotion I could actually do without.,True
2054,Ashe,Hemophagic upgrade installed.,True
2055,Ashe,Bleeding edge tech.,True
2056,Ashe,"Burst fire, eh?",True
2057,Ashe,Controlled bursts are key.,True
2058,Ashe,Triple tap - better safe than sorry.,True
2059,Ashe,Amping up my arsenal.,True
2060,Ashe,Should overcome standard EMP shielding.,True
2061,Ashe,Power surge could force a reboot.,True
2062,Ashe,Seems easy enough to retrofit.,True
2063,Ashe,Point blank just got a lot longer.,True
2064,Ashe,"Rapid Firecannon - when you've absolutely, positively got to kill every cyborg supersoldier in the room, accept no substitutes.",True
2065,Ashe,"Forcefield projector, eh? Handy.",True
2066,Ashe,This thing can really take a hit.,True
2067,Ashe,Keeps threats at arm's length.,True
2068,Ashe,I'm no one's puppet.,True
2069,Ashe,Close calls are what I do.,True
2070,Ashe,"You may catch me, but you can't hold me.",True
2071,Ashe,I won't be stopped.,True
2072,Ashe,A memetic polyalloy - nice.,True
2073,Ashe,She who fights and runs away... ,True
2074,Ashe,Counter-kinetic ablative shielding.,True
2075,Ashe,Neural freezing technology.,True
2076,Ashe,Like they're moving in slow motion.,True
2077,Ashe,Faster reloads.,True
2078,Ashe,Worth every credit.,True
2079,Ashe,Stretching out my power reserves.,True
2080,Ashe,Remote sensor activated.,True
2081,Ashe,Covering our escape routes.,True
2082,Ashe,I've got eyes everywhere.,True
2083,Ashe,Surveillance often means the difference between victory and loss.,True
2084,Ashe,"When they come, we'll be ready.",True
2085,Ashe,One and done nanite treatment.,True
2086,Ashe,"Ah, that's better.",True
2087,Ashe,This will get me back in the fight.,True
2088,Ashe,Scanning for hostiles.,True
2089,Ashe,Keep your head on a swivel.,True
2090,Ashe,Downloading intel.,True
2091,Ashe,Querying location.,True
2092,Ashe,Check your corners.,True
2093,Ashe,"Be back, ASAP.",True
2094,Ashe,Heading back to base.,True
2095,Ashe,Hold the line while I'm gone.,True
2096,Ashe,Resupplying.,True
2097,Ashe,Recon complete.,True
2098,Ashe,"*gasps* ""Keep fighting... """,False
2099,Ashe,"*gasps* ""Medic... """,False
2100,Ashe,Let go of the past and fight for a future.,True
2101,Ashe,"Remember, you are part of a team now.",True
2102,Ashe,"I am cold steel, fueled by the blood of saints and angels. Howdy.",True
2103,Ashe,Time to bring some peace to a lawless land. Is one of you backing me up or what?,True
2104,Ashe,I've got a winning smile and a quiver full of salvation. Let's get to it.,True
2105,Ashe,This is a beautiful country.,True
2106,Ashe,The soul of the prairie lives on.,True
2107,Ashe,A fine day for atonement.,True
2108,Ashe,"Good has a way of winning out, even on the frontier.",True
2109,Ashe,"There was good in every heart, heaven knows where that went.",True
2110,Ashe,Might as well tidy up the place while I'm down here.,True
2111,Ashe,Ain't I a sight for sore eyes.,True
2112,Ashe,Pardon me for any acts of... divine retribution.,True
2113,Ashe,A land awash in devils deserves at least one angel.,True
2114,Ashe,"A mechanical angel for an age of gunslingers, how thoughtful.",True
2115,Ashe,Built by mankind to save them from their own evils.,True
2116,Ashe,Salvation requires a very fast draw.,True
2117,Ashe,"Devotion is fickle, good aim gets results.",True
2118,Ashe,"I can outdraw anyone, mechanical or otherwise.",True
2119,Ashe,The hydraulic compound bow does count as a modern miracle.,True
2120,Ashe,All the West on one arrow.,True
2121,Ashe,Heaven's always watching.,True
2122,Ashe,"Absolution, now there's a funny word.",True
2123,Ashe,"One hell for men, and another hell for devils, don't that beat all?",True
2124,Ashe,"Men and monsters all answer to a higher authority, eventually.",True
2125,Ashe,The frontier is racked with sin and all the monsters born from it.,True
2126,Ashe,"Folks choose to kill each other, though peace could be had for far fairer a price.",True
2127,Ashe,"So much has been despoiled by mankind, about time Heaven intervened.",True
2128,Ashe,"Heaven was a place on earth, until you all came along and wrecked it up.",True
2129,Ashe,"Heaven is empty and all the angels are gone, not much for a lady to do but clean up the West.",True
2130,Ashe,"I can see the devil's appeal, but alas, I've thrown my chips in with the choir.",True
2131,Ashe,"Demons will tempt the good man, while devils barter with the desperate.  Angels... simply wait.",True
2132,Ashe,"It was men who once stormed the gates of Heaven, and it is men who must be saved in spite of it.",True
2133,Ashe,The true angels have all scattered to the winds.  Seems we must settle for the... artificial variety.,True
2134,Ashe,"I'm quite partial to this mechanical body, it's got little clocks in it, very fancy.",True
2135,Ashe,A well directed arrow and some light prayer will solve just about any problem.,True
2136,Ashe,"Howdy do, miss.",True
2137,Ashe,"Afternoon, ma'am.",True
2138,Ashe,"Howdy, cowpoke.",True
2139,Ashe,"Well, howdy there.",True
2140,Ashe,I see the term 'longhorn' has been applied literally.,True
2141,Ashe,"Sheriff, still protecting the town of Progress from anything resembling fun, I imagine?",True
2142,Ashe,"The old world had its marvels, Cass, but you've really outdone yourself with the addition of that hat.",True
2143,Ashe,"Guess it's like you always said, Darius: demons give you what you want, devils give you what you need.",True
